"CONCEPTO","CATEGORIA","UNIDAD","ULTIMO_PRECIO","FECHA_ULTIMO_PRECIO"
"SAYER CATALIZADOR PARA BRILLO DIRECTO T-0028/B","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER CATALIZADOR PARA POLY LACK UC-0200","BARNIZ, ACEITE Y PINTURA","LT","402.59","2026-02-09"
"SAYER CERALACK AD-0015","BARNIZ, ACEITE Y PINTURA","LT","159.48","2025-06-12"
"SAYER DILUYENTE PARA MANCHASAYER TS-1020","BARNIZ, ACEITE Y PINTURA","LT","105.17","2025-07-01"
"SAYER DILUYENTE PARA NITROLACK D-0450","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER DILUYENTE PARA POLIURETANO D-0500","BARNIZ, ACEITE Y PINTURA","LT","107.03","2026-04-29"
"SAYER DILUYENTE PARA POLIYESTER D-0400","BARNIZ, ACEITE Y PINTURA","LT","95.69","2025-11-27"
"SAYER DILUYENTE PARA POLY LACK CRISTAL UD-0200","BARNIZ, ACEITE Y PINTURA","LT","130.17","2026-02-09"
"SAYER DILYENTE PARA POLIURETANOS UD-1000","BARNIZ, ACEITE Y PINTURA","LT","105.6","2025-08-12"
"SAYER DLUYENTE AMERICANO P/NITRO D-8000","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER ENDURESAYER CATALIZADOR CRISTAL UC-2050","BARNIZ, ACEITE Y PINTURA","LT","375","2026-05-05"
"SAYER ENDURESAYER CATALIZADOR UC-1000","BARNIZ, ACEITE Y PINTURA","LT","221.55","2025-07-22"
"SAYER ENDURESAYER CRISTAL UC-2000","BARNIZ, ACEITE Y PINTURA","LT","250.86","2025-07-25"
"SAYER ENDURESAYER PARA UREMATE UC-1010","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER ENTONASAYER TINTA AL ALCOHOL AMARILLO LIMON TS-6604","BARNIZ, ACEITE Y PINTURA","LT","175.86","2026-03-03"
"SAYER ENTONASAYER TINTA AL ALCOHOL AMARILLO ORO TS-6605","BARNIZ, ACEITE Y PINTURA","LT","179.31","2025-08-13"
"SAYER ENTONASAYER TINTA AL ALCOHOL AVELLANA TS-6630","BARNIZ, ACEITE Y PINTURA","LT","149.14","2025-06-06"
"SAYER ENTONASAYER TINTA AL ALCOHOL BLANCO TS-6601","BARNIZ, ACEITE Y PINTURA","LT","175.86","2026-03-03"
"SAYER ENTONASAYER TINTA AL ALCOHOL CAOBA CLASICO TS-6619","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER ENTONASAYER TINTA AL ALCOHOL CAOBA COMERCIAL TS-6618","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER ENTONASAYER TINTA AL ALCOHOL MAGNOLIA TS-6625","BARNIZ, ACEITE Y PINTURA","LT","179.31","2025-01-16"
"SAYER ENTONASAYER TINTA AL ALCOHOL NARANJA TS-6608","BARNIZ, ACEITE Y PINTURA","LT","179.31","2025-08-13"
"SAYER ENTONASAYER TINTA AL ALCOHOL NEGRO TS-6602","BARNIZ, ACEITE Y PINTURA","LT","149.14","2025-07-10"
"SAYER ENTONASAYER TINTA AL ALCOHOL NOGAL AMERICANO TS-6614","BARNIZ, ACEITE Y PINTURA","LT","134.48","2025-03-14"
"SAYER ENTONASAYER TINTA AL ALCOHOL NOGAL CLASICO TS-6615","BARNIZ, ACEITE Y PINTURA","LT","157.76","2025-10-10"
"SAYER ENTONASAYER TINTA AL ALCOHOL ROJO VIVO TS-6607","BARNIZ, ACEITE Y PINTURA","LT","179.31","2025-08-13"
"SAYER LACK SILACK","BARNIZ, ACEITE Y PINTURA","PZ","",""
"SAYER MANCHASAYER TINTA AL ACEITE CHOCOLATE TS-6129","BARNIZ, ACEITE Y PINTURA","LT","149.14","2025-07-17"
"SAYER MANCHASAYER TINTA AL ACEITE EARLY AMERICAN TS-6112","BARNIZ, ACEITE Y PINTURA","LT","181.03","2025-08-03"
"SAYER MANCHASAYER TINTA AL ACEITE GLAZE NOGAL MEDIO TXMA-1519","BARNIZ, ACEITE Y PINTURA","LT","68.97","2025-01-09"
"SAYER MANCHASAYER TINTA AL ACEITE GLAZE NOGAL TXMA-0915.10","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER MANCHASAYER TINTA AL ACEITE NEGRO TS-6102","BARNIZ, ACEITE Y PINTURA","LT","155.17","2025-07-18"
"SAYER MANCHASAYER TINTA AL ACEITE NOGAL AMERICANO TS-6114","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER MANCHASAYER TINTA AL ACEITE NOGAL BLANCA TS-6101","BARNIZ, ACEITE Y PINTURA","LT","149.14","2025-07-25"
"SAYER MANCHASAYER TINTA AL ACEITE NOGAL CLASICO TS-6115","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER METALITE EPOXY CATALIZADOR IC-1021","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER METALITE EPOXY RECUBRIMIENTO EPOXICO GRIS PERLA IC-1113","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER POLY LACK AQUA BRILLANTE UB-0800","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER POLY LACK CATALIZADOR UC-0200","BARNIZ, ACEITE Y PINTURA","LT","362.93","2025-07-25"
"SAYER POLY LACK CRISTAL BRILLANTE UB-0200","BARNIZ, ACEITE Y PINTURA","LT","309.05","2026-02-09"
"SAYER POLY LACK CRISTAL MATE UB-0210","BARNIZ, ACEITE Y PINTURA","LT","309.05","2025-07-25"
"SAYER POLY LACK CRISTAL SEMI MATE UB-0240","BARNIZ, ACEITE Y PINTURA","LT","309.05","2025-09-29"
"SAYER PRIMARIO ALTO DESEMPEÑO MATE NARANJA IC-2608","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER PROTECTOLACK TRANSPARENTE 20 UB MATE HI-0600","BARNIZ, ACEITE Y PINTURA","LT","270.91","2026-05-14"
"SAYER RESANALACK CAOBA RL-0018.30","BARNIZ, ACEITE Y PINTURA","KG","128.45","2025-04-15"
"SAYER RESANALACK PINO RL-0022.30","BARNIZ, ACEITE Y PINTURA","KG","154.31","2026-02-27"
"SAYER SAYERPOL SEMI MATE BLANCO UM-5301","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER THINNER D-0002","BARNIZ, ACEITE Y PINTURA","LT","41.55","2025-10-04"
"SAYER TONE CEDRO PARA PINO S210-TS4264","BARNIZ, ACEITE Y PINTURA","LT","152.59","2025-02-17"
"SAYER TS-61XX.30 (IGUALADO DE TINTAS)","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER URESAYER COLOR IGUALADO AZUL MARINO UM-XXXX.30","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER URESAYER FONDO RAPIDO CATALIZADOR UC-0042","BARNIZ, ACEITE Y PINTURA","LT","195.69","2026-05-25"
"SAYER URESAYER FONDO RAPIDO UF-0042","BARNIZ, ACEITE Y PINTURA","LT","165.95","2026-05-25"
"SAYER URESAYER FONDO UF-1000","BARNIZ, ACEITE Y PINTURA","LT","",""
"SAYER URESAYER MATE UM-1015","BARNIZ, ACEITE Y PINTURA","LT","182.76","2025-12-16"
"SAYER URESAYER PRIMER BLANCO UP-1001","BARNIZ, ACEITE Y PINTURA","LT","202.37","2025-07-25"
"SAYER URESAYER SEMI MATE UM-1030","BARNIZ, ACEITE Y PINTURA","LT","187.07","2025-11-19"
"SEGUETA BIMETALICA 18 DPP TRUPER  SBI-18","SIERRAS, CUCHILLAS Y BROCAS","PZ","38.79","2025-12-12"
"SEGUETA PARA CALADORA MAKITA T101BR A-86583","SIERRAS, CUCHILLAS Y BROCAS","PZ","31.6","2025-06-24"
"SEGUETAS PARA MADERA BOSCH T101B","SIERRAS, CUCHILLAS Y BROCAS","PZ","",""
"SEGUETAS PARA MADERA BOSCH T101D","SIERRAS, CUCHILLAS Y BROCAS","PZ","",""
"SEGUETAS PARA MADERA MAKITA A-85715 B-19","SIERRAS, CUCHILLAS Y BROCAS","PZ","",""
"SEGURO OMEGA","FERRETERIA","PZ","5.0","2025-07-22"
"SELLADOR ACRILICO BLANCO DAP 300 ML","SILICON Y ACRILASTIC","PZ","",""
"SELLADOR DE POLIURETANO FLEX PU-25 BLANCO 300 ML PRESTO","SILICON Y ACRILASTIC","PZ","",""
"SELLADOR DE POLIURETANO PU50 300ML GRIS 67670/43606","SILICON Y ACRILASTIC","PZ","",""
"SELLADOR DYNAFLEX ELASTOMÉRICO BRONCE DAP 139287","SILICON Y ACRILASTIC","PZ","",""
"SELLADOR DYNAFLEX ELASTOMÉRICO CEDRO DAP 139288","SILICON Y ACRILASTIC","PZ","93.97","2026-03-25"
"SELLADOR ELASTOMERICO MULTIFLEX EN PASTA P/PUERTAS Y VENTANAS ARCILLA 280ML 158702 SISTA","SILICON Y ACRILASTIC","PZ","75.86","2025-12-17"
"SELLADOR ELASTOMERICO PREMIUM DYNAFLEX 230 DARK BRONCE 300ML","SILICON Y ACRILASTIC","PZ","106.03","2025-03-12"
"SELLADOR ELASTOMÉRICO DYNAFLEX EN PASTA MULTIUSOS ALMENDRA 300ML 139285 DAP","SILICON Y ACRILASTIC","PZ","93.97","2025-12-17"
"SELLADOR ELASTOMÉRICO MULTIFLEX EN PASTA P/PUERTAS Y VENTANAS ALMENDRA 280ML 158709 SISTA","SILICON Y ACRILASTIC","PZ","75.86","2025-12-29"
"SELLO BAJO PUERTA AUTOMATICO ZS350 860-910MM 950.13.512 (ANTIESPIFERO)","FERRETERIA","PZ","",""
"SERRUCHO DE COSTILLA 14""","HERRAMIENTAS","PZ","109.55","2026-02-27"
"SIERRA CINTA 1"" AFILADURIA DEL SUR","SIERRAS, CUCHILLAS Y BROCAS","PZ","1250.0","2025-05-19"
"SIERRA CINTA 1"" X 5.80 3 dpp SACSA SCINTA463","SIERRAS, CUCHILLAS Y BROCAS","PZ","1884.57","19/5/0216"
"SIERRA CINTA 5/8"" X 5.80 MT 4 dpp SACSA SCINTA455","SIERRAS, CUCHILLAS Y BROCAS","PZ","976.27","2026-05-19"
"SIERRA CINTA CARBÓN DE 1"" X 4 A 5.80 5DP SACSA SCINTA503","SIERRAS, CUCHILLAS Y BROCAS","PZ","1884.04","2025-06-10"
"SILICON 100% BLANCO PENSYLVANIA","SILICON Y ACRILASTIC","PZ","74.68","2025-05-21"
"SILICON 100% NEGRO PENSYLVANIA","SILICON Y ACRILASTIC","PZ","",""
"SILICON 100% TRANSPARENTE ANTIHONGOS","SILICON Y ACRILASTIC","PZ","40.74","2025-05-15"
"SILICON 100% TRANSPARENTE PENNSYLVANIA","SILICON Y ACRILASTIC","PZ","68.31","2025-08-28"
"SILICON 100% USO GENERAL 280ML CHAMPANG","SILICON Y ACRILASTIC","PZ","",""
"SILICON CONSTRUCCION II TRANSPARENTE PENSYLVANIA","SILICON Y ACRILASTIC","PZ","116.51","2025-06-30"
"SILICON GRIS","SILICON Y ACRILASTIC","PZ","",""
"SILICON TRANSPARENTE MULTIUSOS AFIX 280 ML","SILICON Y ACRILASTIC","PZ","60.25","2024-07-01"
"SILIRUB 2+ TRANSPARENTE 300ML (SILICON DE CURADO NEUTRO) SOUDAL SD114384","SILICON Y ACRILASTIC","PZ","59.9","2025-11-05"
"SILIRUB WS 310ML TRANSPARENTE (SILICON  NEUTRO ALTA ELASTICIDAD) SOUDAL SD121911","SILICON Y ACRILASTIC","PZ","79.98","2026-05-18"
"SISTEMA DE CORREDERA 2H TAURO STD DUCASSE 10300001443","FERRETERIA","KIT","3417.36","2025-01-29"
"SISTEMA DE CORREDERA D-700 DUCASSE 10100227501","FERRETERIA","KIT","2314.6","2026-02-24"
"SISTEMA DE CORREDERA DN-150 CF MADERA 10100219522","FERRETERIA","KIT","902.54","2026-04-28"
"SISTEMA DE CORREDERA DN-80 C/FRENO 4010800700 PASA A 10100217471","FERRETERIA","KIT","251.48","2026-05-21"
"SISTEMA DE CORREDERA DN-80 PL 4/PTAS 4010801400 PASA A 10100217401","FERRETERIA","KIT","",""
"SISTEMA DE CORREDERA DN-80 PL DUCASSE 2 PTAS 4010801300 PASA A 10100217301","FERRETERIA","KIT","243.97","2025-01-06"
"SISTEMA DE CORREDERA HD DN-300 2012030000 PASA A 10100220021","FERRETERIA","KIT","",""
"SISTEMA DE CORREDERA PL2550 1012550100 PASA A 10100800703","FERRETERIA","KIT","",""
"SOLDADURA 1/8"" E6013 LINCOLN","FERRETERIA","KG","",""
"SOLDADURA 1/8"" E7018 LINCOLN","FERRETERIA","KG","77.59","2025-11-03"
"SOLDADURA 3/32"" E6013 LINCOLN","FERRETERIA","KG","",""
"SOLDADURA DE ESTAÑO 60 X 40 P/ELECTRODO","FERRETERIA","MT","",""
"SOLERA 1/4"" X 1""","METALICOS","TRAMO","",""
"SOLERA 1/4"" X 1-1/2""","METALICOS","TRAMO","312.93","2026-03-06"
"SOLERA 1/4"" X 3""","METALICOS","TRAMO","",""
"SOLERA 1/8"" X 1-1/4""","METALICOS","TRAMO","",""
"SOLERA 1/8"" X 2""","METALICOS","TRAMO","",""
"SOLERA 3/16"" X 2""","METALICOS","TRAMO","",""
"SOLERA 3/16"" X 3/4""","METALICOS","TRAMO","",""
"SOLERA DE ALUMINIO 1"" X 1/16 NATURAL 3.66 CUPRUM","METALICOS","TRAMO","",""
"SOLERA DE ALUMINIO 1"" X 1/16 NEGRO 3.66","METALICOS","TRAMO","163.79","2025-07-14"
"SOLERA DE ALUMINIO 2"" X 1/8 NATURAL 3.66","METALICOS","TRAMO","",""
"SOLERA DE LATON 1-1/2"" x 1/8"" 3.66 mt","METALICOS","TRAMO","1017.0","2025-12-15"
"SOLERA DE LATON 1/8"" X 1"" X 3.66 MT","METALICOS","TRAMO","573.76","2026-01-27"
"SOLVENTE P/POLIURETANO BALANCEADO DD-205","BARNIZ, ACEITE Y PINTURA","LT","",""
"SOPORTE (MENSULA) ENTREPAÑO NIQUEL 5MM 282.11.752 HAFELE","FERRETERIA","PZ","3.27","2026-02-27"
"SOUDAFLEX 40FC BLANCO 300 ML (SELLADOR DE POLIURETANO) SOUDAL SD121723","SILICON Y ACRILASTIC","PZ","48.65","2025-11-05"
"SOUDAFLEX 40FC GRIS 300 ML (SELLADODR DE POLIURETANO) SOUDAL SD121721","SILICON Y ACRILASTIC","PZ","48.65","2025-11-05"
"SPA-N-DECK UV 5 ACRYLIC NATURAL BARNIZ BASE AGUA","BARNIZ, ACEITE Y PINTURA","LT","",""
"SUJETADOR CON MATRACA 1"" 3MTS 19281 TRUPER","FERRETERIA","PZ","",""
"SUJETADOR CON MATRACA 1"" 4MTS 151102 TRUPER","FERRETERIA","PZ","",""
"SUJETADOR CON MATRACA 1-1/2"" 5MTS 19283 TRUPER","FERRETERIA","PZ","",""
"SUJETADOR MARIPOSA 1/4","FERRETERIA","PZ","",""
"TABICON LIGERO","CONSTRUCCION","PZ","",""
"TABICON PESADO","CONSTRUCCION","PZ","",""
"TAMBO CON TAPA Y ARO 135 LTS","MANTENIMIENTO","PZ","",""
"TAPICERÍA","SERVICIOS","SERV","3850.0","2025-07-25"
"TAPON AUDITIVO 3M DE ESPUMA 1100","EQ SEGURIDAD","PAR","4.0","2025-10-30"
"TAPON AUDITIVO TRUPER COD. 14225","EQ SEGURIDAD","PZ","12.93","2025-02-05"
"TAQUETE DE EXPANSION C/T 1/2""","FERRETERIA","PZ","",""
"TAQUETE DE MADERA ESTRIADA 8 X 30mm HAFELE 482.04.071","FERRETERIA","PZ","0.36","2026-02-27"
"TAQUETE DE PLASTICO 1/4""","FERRETERIA","PZ","0.25","2026-02-27"
"TAQUETE DE PLASTICO 3/16""","FERRETERIA","PZ","0.42","2025-11-07"
"TAQUETE DE PLASTICO 5/16""","FERRETERIA","PZ","0.28","2025-11-11"
"TEE 1"" ESTRUCTURAL EANG24 LA SIERRA 6mt","METALICOS","TRAMO","310.34","2025-11-20"
"TELA BABY MOSTAZA","TELAS Y LONAS","MT","190.0","2025-06-20"
"TELA DE ALGODÓN","TELAS Y LONAS","MT","",""
"TELA MOSQUITERO DE FIBRA DE VIDRIO GRIS 1.20 MT","FERRETERIA","MT","",""
"TELA MOSQUITERO DE FIBRA DE VIDRIO NEGRO 1.05 MT","FERRETERIA","MT","32.97","2025-04-17"
"TELA MOSQUITERO DE FIBRA DE VIDRIO NEGRO 1.20 MT","FERRETERIA","MT","39.15","2025-03-24"
"TELA MOSQUITERO DE FIBRA DE VIDRIO NEGRO 1.50 MT","FERRETERIA","MT","47.11","2026-01-21"
"TELA MOSQUITERO DE FIBRA DE VIDRIO NEGRO 1.83 MT","FERRETERIA","MT","",""
"THINNER AMERICANO A GRANEL LA ASUNCION (TAMBO 200 LT)","BARNIZ, ACEITE Y PINTURA","LT","32.34","2026-02-27"
"TINTA CONCENTRADA NEGRA TC124-C","BARNIZ, ACEITE Y PINTURA","LT","183.19","2026-02-25"
"TINTA CONCENTRADA NOGAL CLASICO 1/2 LT TC381","BARNIZ, ACEITE Y PINTURA","LT","185.34","2026-05-05"
"TINTA CONCENTRADA NOGAL ESPECIAL LOBUS 1/2 LT TC360-C.05","BARNIZ, ACEITE Y PINTURA","LT","92.67","2025-11-27"
"TIRALINEAS GIS DE REPUESTO COLOR AZUL TRUPER 18576 226g","FERRETERIA","PZ","",""
"TOALLAS MULTIUSOS DE MICROFIBRA 40.64 X 40.64","FERRETERIA","PZ","",""
"TOALLAS MULTIUSOS SCOTT 55 TOALLAS (4 M2 ) AZULES","FERRETERIA","ROLLO","50.0","2026-02-16"
"TOMA CORRIENTE ATENAS MCA. LUMBRO NEGRO MATE","ELECTRICO E ILUMINACION","PZ","441","2026-03-10"
"TOPE DE CONTACTO MAKITA AF505 HY00000377","FERRETERIA","PZ","",""
"TOPE PARA PISO MAGNETICO 1054 ANE BP 6848","FERRETERIA","PZ","114.46","2025-08-15"
"TOPE PARA PISO MAGNETICO 1054 LA BP 3172","FERRETERIA","PZ","110.25","2026-04-23"
"TOPE PARA PISO MAGNETICO 1054 NS BP 3174","FERRETERIA","PZ","104.27","2025-01-14"
"TORNILLO / PERNO BRONCE 1/4 X 25","TORNILLERIA","PZ","",""
"TORNILLO / PERNO HAFELE JCBB ACERO BZD 1/4-20X100 264.76.200","TORNILLERIA","PZ","",""
"TORNILLO / PERNO HAFELE JCBB ACERO BZD 1/4-20X30 264.76.130","TORNILLERIA","PZ","1.2","2025-01-02"
"TORNILLO / PERNO HAFELE JCBB ACERO BZD 1/4-20X40 264.76.140","TORNILLERIA","PZ","4.32","2025-01-02"
"TORNILLO / PERNO HAFELE JCBB ACERO BZD 1/4-20X50 264.76.150","TORNILLERIA","PZ","1.98","2026-02-10"
"TORNILLO / PERNO HAFELE JCBB ACERO BZD 1/4-20X60 264.76.160","TORNILLERIA","PZ","2.22","2026-02-10"
"TORNILLO / PERNO HAFELE JCBB ACERO BZD 1/4-20X70 264.76.170","TORNILLERIA","PZ","4.94","2026-02-10"
"TORNILLO / PERNO HAFELE JCBB ACERO NIQUELADO 1/4-20X30 264.88.630","TORNILLERIA","PZ","3.03","2026-02-10"
"TORNILLO / PERNO HEFELE JCBB ACERO BZD 1/4-20X45 264.76.145","TORNILLERIA","PZ","",""
"TORNILLO / PERNO NIQUELADO 1/4 X 25","TORNILLERIA","PZ","",""
"TORNILLO 7/16X4 NF 65 COMPLETO","TORNILLERIA","PZ","",""
"TORNILLO ALLEN PLANA 1/4 X 3"" TALLPL143","FERRETERIA","PZ","13.81","2026-02-10"
"TORNILLO CABEZA DE COCHE GALV 1/4 X 2"" TCOG142","TORNILLERIA","PZ","",""
"TORNILLO CABEZA DE COCHE GALV 1/4 X 2-1/2"" TCOG14212","TORNILLERIA","PZ","",""
"TORNILLO CABEZA DE COCHE GALV 1/4 X 3"" TCOG143","TORNILLERIA","PZ","",""
"TORNILLO CABEZA HEXAGONAL DE LATON 5/16-18 X 1""","TORNILLERIA","PZ","15.32","2026-01-29"
"TORNILLO G5 NC 1/2X3-1/2","TORNILLERIA","PZ","14.5","2025-06-03"
"TORNILLO G5 NC 3/4X3","TORNILLERIA","PZ","",""
"TORNILLO G5 NC 5/8 X 3","TORNILLERIA","PZ","",""
"TORNILLO G5 NC 5/8 X 3-1/2","TORNILLERIA","PZ","",""
"TORNILLO G5 NF 5/16X1/2","TORNILLERIA","PZ","",""
"TORNILLO GALVANIZADO 1/4 X 1-1/2""","TORNILLERIA","PZ","",""
"TORNILLO GALVANIZADO 3/16 X 1-1/4","TORNILLERIA","PZ","",""
"TORNILLO GRADO 8","TORNILLERIA","PZ","",""
"TORNILLO HEX 88 14X50","TORNILLERIA","PZ","",""
"TORNILLO HEX 88 CUERDA FINA 12-15X40","TORNILLERIA","PZ","",""
"TORNILLO MAQ 1/2X2","TORNILLERIA","PZ","",""
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #10X2"" NEGRO COD. 15525","TORNILLERIA","PZ","0.3","2026-02-27"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #10X2-1/2"" NEGRO COD. 15528","TORNILLERIA","PZ","0.33","2024-09-01"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #12X2-1/2"" NEGRO COD. 15521","TORNILLERIA","PZ","0.74","2026-02-10"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #12X3"" NEGRO COD. 15522","TORNILLERIA","PZ","0.64","2026-02-10"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #12X3-1/2"" NEGRO COD. 15523","TORNILLERIA","PZ","0.61","2026-02-06"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #14X2-1/2"" NEGRO COD. 15527","TORNILLERIA","PZ","",""
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #14X3"" NEGRO COD. 15530","TORNILLERIA","PZ","0.82","2025-06-20"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #14X4"" NEGRO COD. 00000","TORNILLERIA","PZ","",""
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #6X1/2"" NEGRO COD. 15507","TORNILLERIA","PZ","0.08","2026-02-10"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #6X2"" NEGRO COD. 15542","TORNILLERIA","PZ","",""
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #6X5/8"" NEGRO COD. 15509","TORNILLERIA","PZ","0.13","2024-12-12"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #6X5/8"" NIQUEL COD. 15536","TORNILLERIA","PZ","0.1","2026-02-10"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #8X1"" NEGRO COD. 15501","TORNILLERIA","PZ","0.22","2026-02-10"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #8X1-1/2"" NEGRO COD. 15503","TORNILLERIA","PZ","0.16","2026-02-27"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #8X1-1/4"" NEGRO COD. 15502","TORNILLERIA","PZ","0.13","2026-02-10"
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #8X2"" NEGRO COD. 15504","TORNILLERIA","PZ","",""
"TORNILLO PARA MADERA CABEZA PLANA ENTRADA PHILLIPS #8X3/4"" NEGRO COD. 15500","TORNILLERIA","PZ","",""
"TORNILLO PUNTA DE BROCA 4X1-1/2""","TORNILLERIA","PZ","",""
"TORNILLO PUNTA DE BROCA 8X3""","TORNILLERIA","PZ","",""
"TORNILLO RECORTABLE PARA JALADERA 1-3/4""","TORNILLERIA","PZ","",""
"TORNILLO SPAX CONCRETO 7.5 X 100mm T30 R-A DE FIJACION","TORNILLERIA","PZ","4.08","2026-02-10"
"TORNILLO SPAX CONCRETO 7.5 X 120mm T30 R-A DE FIJACION","TORNILLERIA","PZ","4.68","2026-04-22"
"TORNILLO SPAX CONCRETO 7.5 X 150mm T30 R-A DE FIJACION","TORNILLERIA","PZ","6.28","2026-02-10"
"TORNILLO SPAX CONCRETO 7.5 X 210mm T30 R-A DE FIJACION","TORNILLERIA","PZ","12.55","2026-02-10"
"TORNILLO SPAX CONCRETO 7.5 X 60mm T30 R-A DE FIJACION","TORNILLERIA","PZ","",""
"TORNILLO SPAX CONCRETO 7.5 X 80mm T30 R-A DE FIJACION","TORNILLERIA","PZ","",""
"TORNILLO SPAX INOXIDABLE 3.5 X 16mm USA PUNTA T15","TORNILLERIA","PZ","1.04","2026-02-10"
"TORNILLO SPAX INOXIDABLE 3.5 X 25mm USA PUNTA T15","TORNILLERIA","PZ","1.06","2026-02-10"
"TORNILLO SPAX INOXIDABLE 3.5 X 30mm USA PUNTA T20","TORNILLERIA","PZ","1.13","2025-10-31"
"TORNILLO SPAX INOXIDABLE 4 X 20mm USA PUNTA T20","TORNILLERIA","PZ","1.27","2026-04-22"
"TORNILLO SPAX INOXIDABLE 4 X 30mm USA PUNTA T20","TORNILLERIA","PZ","1.46","2026-02-10"
"TORNILLO SPAX INOXIDABLE 4 X 35mm USA PUNTA T20","TORNILLERIA","PZ","2.04","2026-02-20"
"TORNILLO SPAX INOXIDABLE 4 X 40mm USA PUNTA T20","TORNILLERIA","PZ","1.69","2026-04-22"
"TORNILLO SPAX INOXIDABLE 4 X 50mm USA PUNTA T20","TORNILLERIA","PZ","2.23","2026-03-13"
"TORNILLO SPAX INOXIDABLE 4 X 60mm USA PUNTA T20","TORNILLERIA","PZ","3.06","2026-02-10"
"TORNILLO SPAX INOXIDABLE 4.5 X 25mm USA PUNTA T20","TORNILLERIA","PZ","1.63","2026-04-22"
"TORNILLO SPAX INOXIDABLE 5 X 35mm USA PUNTA T20","TORNILLERIA","PZ","",""
"TORNILLO SPAX INOXIDABLE 6 X 80mm USA PUNTA T30","TORNILLERIA","PZ","7.14","2026-02-10"
"TORNILLO SPAX MADERA 2.0 X 12mm USA PUNTA Z1","TORNILLERIA","PZ","0.5","2026-02-10"
"TORNILLO SPAX MADERA 2.5 X 10mm USA PUNTA Z1","TORNILLERIA","PZ","0.23","2024-12-10"
"TORNILLO SPAX MADERA 2.5 X 16mm USA PUNTA Z1","TORNILLERIA","PZ","0.35","2024-12-10"
"TORNILLO SPAX MADERA 3 X 16mm USA PUNTA T15","TORNILLERIA","PZ","",""
"TORNILLO SPAX MADERA 3.5 X 20mm USA PUNTA Z1","TORNILLERIA","PZ","0.37","2026-04-22"
"TORNILLO SPAX MADERA 3.5 X 25mm USA PUNTA T20","TORNILLERIA","PZ","0.43","2026-04-22"
"TORNILLO SPAX MADERA 3.5 X 40mm USA PUNTA T2","TORNILLERIA","PZ","0.69","2026-02-10"
"TORNILLO SPAX MADERA 3.5 X 45mm USA PUNTA T2","TORNILLERIA","PZ","0.88","2026-02-10"
"TORNILLO SPAX MADERA 3.5 X 50mm USA PUNTA T2","TORNILLERIA","PZ","",""
"TORNILLO SPAX MADERA 4 X 30mm USA PUNTA T20","TORNILLERIA","PZ","0.62","2025-05-06"
"TORNILLO SPAX MADERA 4 X 35mm USA PUNTA T20","TORNILLERIA","PZ","0.63","2026-02-10"
"TORNILLO SPAX MADERA 4 X 40mm USA PUNTA T20","TORNILLERIA","PZ","0.75","2026-02-10"
"TORNILLO SPAX MADERA 4 X 45mm USA PUNTA Z2","TORNILLERIA","PZ","0.75","2026-02-10"
"TORNILLO SPAX MADERA 4 X 50mm USA PUNTA Z2","TORNILLERIA","PZ","0.86","2025-06-18"
"TORNILLO SPAX MADERA 4 X 60mm USA PUNTA Z2","TORNILLERIA","PZ","0.99","2026-02-10"
"TORNILLO SPAX MADERA 4.5 X 70mm USA PUNTA Z2 YELLOX","TORNILLERIA","PZ","1.98","2024-12-10"
